,oos,trf_avg,atc,latency,perfect_order,retention,GMV_cur
5533,1,3232,3,1.37,0,1,1605.69
5534,0,3560,38,1.52,0,1,1932.01
5535,1,2023,2,3.42,1,1,1190.04
5536,0,733,99,1.14,1,0,1522.86
5537,1,4203,17,1.22,1,1,2337.89
5538,0,1492,73,1.6,0,0,1509.76
5539,1,3546,36,3.43,1,1,2237.0
5540,0,3198,86,4.46,1,1,2670.69
5541,1,161,95,3.41,1,0,1146.39
5542,1,2569,98,4.16,0,1,2104.61
5543,1,1917,88,2.76,1,1,1898.41
5544,1,732,73,0.44,0,0,1098.33
5545,1,4987,2,0.59,1,1,2517.91
5546,1,2698,85,2.82,1,1,2242.44
5547,1,3551,34,1.71,1,1,2011.88
5548,1,1400,27,1.18,0,1,938.53
5549,1,2753,37,2.38,1,0,1913.41
5550,0,1554,71,3.37,0,1,1342.67
5551,0,1238,22,1.99,1,0,889.85
5552,1,3292,68,4.03,0,1,2290.72
5553,0,4720,14,3.72,1,1,2554.18
5554,1,2310,98,3.7,1,1,2275.33
5555,1,4982,23,4.93,0,0,2570.99
5556,0,3859,44,1.55,0,1,2285.6
5557,1,3129,89,3.26,1,1,2597.31
5558,1,1460,65,4.29,1,0,1447.38
5559,0,2526,79,2.94,1,0,2343.64
5560,0,4368,96,3.97,0,1,2991.09
5561,1,163,78,2.13,1,0,836.42
5562,0,1445,61,2.99,0,0,1271.08
5563,0,1074,85,0.37,0,1,1427.23
5564,1,4261,55,4.93,0,0,2513.13
5565,0,3728,71,4.02,1,1,2873.44
5566,0,1722,85,4.36,1,0,1945.08
5567,1,557,50,3.5,1,0,805.95
5568,0,3430,12,1.01,1,1,2021.23
5569,0,1840,79,0.25,0,1,1524.48
5570,1,3126,15,4.34,1,1,1881.36
5571,1,2054,17,2.04,0,0,1038.15
5572,1,379,34,1.39,0,1,471.6
5573,0,2491,35,2.85,0,1,1512.76
5574,1,1140,39,2.16,1,1,917.86
5575,1,1061,78,3.29,1,0,1478.06
5576,0,3945,55,2.47,1,1,2567.24
5577,1,1317,59,3.52,0,1,1076.17
5578,1,3320,5,4.28,0,0,1659.69
5579,1,474,30,1.06,1,1,568.67
5580,1,4230,4,1.71,0,1,2219.89
5581,0,1492,15,2.24,0,1,752.5
5582,1,2176,35,4.81,0,1,1174.84
5583,1,874,74,1.89,1,0,1293.85
5584,0,4416,55,1.97,1,1,3082.01
5585,1,3524,66,3.3,1,1,2505.41
5586,0,2223,60,2.15,0,1,1766.64
5587,0,4689,24,4.76,1,1,2555.21
5588,0,3693,92,4.48,1,1,2840.26
5589,1,379,22,2.62,0,0,276.83
5590,0,4941,44,3.26,0,1,2719.16
5591,0,2911,32,0.38,1,1,1808.77
5592,0,2442,95,3.51,1,1,2276.64
5593,1,1574,83,3.57,1,0,1853.57
5594,1,1957,51,1.86,0,1,1423.15
5595,1,2989,85,1.18,1,0,2402.6
5596,1,1159,3,4.58,0,1,264.18
5597,1,2022,70,2.19,1,1,1780.0
5598,1,3899,32,3.3,1,0,2309.53
5599,1,4692,2,0.26,0,1,2349.25
5600,0,2573,88,2.13,1,1,2298.53
5601,0,4239,59,4.1,0,0,2690.68
5602,0,1951,91,2.0,1,1,2122.25
5603,0,3641,73,3.06,1,1,2682.32
5604,1,4649,77,1.13,1,1,3216.32
5605,0,694,14,2.14,1,0,647.62
5606,0,606,51,4.65,1,0,745.52
5607,0,4989,11,2.88,0,1,2618.94
5608,0,120,78,4.52,1,1,1119.33
5609,1,1499,80,4.52,1,0,1615.03
5610,1,3301,10,4.73,0,1,1527.63
5611,1,2561,84,4.49,1,1,2180.0
5612,0,3778,80,0.12,0,0,2643.11
5613,1,436,58,4.68,1,0,857.14
5614,0,1767,34,0.77,1,0,1376.9
5615,1,3676,80,0.3,0,1,2366.71
5616,1,1009,78,0.37,0,1,1236.64
5617,1,375,53,1.81,1,0,1053.73
5618,1,991,28,3.14,0,1,529.09
5619,1,112,18,2.07,1,1,454.32
5620,0,4157,26,0.23,0,1,2373.96
5621,1,3125,7,2.43,0,1,1442.01
5622,0,1073,45,2.27,0,0,806.77
5623,0,4370,98,3.81,0,1,3115.07
5624,0,4070,45,1.47,0,0,2491.69
5625,0,1508,71,1.17,1,1,1489.77
5626,0,2043,97,1.35,1,0,2257.14
5627,1,2388,35,1.59,0,0,1412.76
5628,1,646,52,3.04,1,1,981.47
5629,1,1318,21,2.41,0,0,841.12
5630,1,1520,28,1.75,1,1,1244.58
5631,0,1554,96,1.93,0,1,1599.45
5632,1,3477,44,1.92,0,0,2291.25
5633,1,2872,80,4.86,1,0,2196.72
5634,0,4198,56,1.24,0,0,2723.65
5635,0,2838,10,4.11,1,0,1586.88
5636,1,3847,23,3.57,0,1,2037.3
5637,1,1942,48,0.13,0,1,1385.92
5638,0,846,52,4.97,0,0,890.3
5639,1,2916,15,3.81,1,0,1786.61
5640,1,971,55,3.44,0,0,855.48
5641,1,594,43,2.09,1,1,747.5
5642,1,3544,50,2.82,1,0,2159.33
5643,0,4823,6,1.34,1,1,2662.73
5644,0,1175,33,0.27,1,1,1095.19
5645,0,4094,62,4.2,0,0,2593.87
5646,1,4337,55,4.49,0,1,2568.55
5647,1,145,39,0.9,0,1,470.39
5648,1,3156,12,3.96,0,1,1518.16
5649,1,2157,31,3.73,1,0,1498.81
5650,1,763,74,0.97,1,0,1248.91
5651,0,4768,53,2.17,1,1,2974.5
5652,1,2129,34,2.17,0,0,1242.46
5653,1,2796,41,3.82,1,1,1973.62
5654,0,739,10,4.2,1,0,667.89
5655,1,2763,52,0.56,0,1,1914.19
5656,0,2845,75,2.86,0,0,2098.42
5657,0,4502,57,3.83,0,0,2520.07
5658,0,2695,78,3.95,0,1,1882.11
5659,0,3527,3,0.83,0,0,1750.61
5660,0,494,57,2.67,0,1,611.82
5661,1,3697,33,4.3,0,0,2156.98
5662,0,4944,7,1.66,1,0,2627.89
5663,0,2432,4,2.18,1,0,1384.93
5664,1,429,39,4.04,1,0,847.22
5665,1,2197,48,0.54,0,1,1620.77
5666,0,872,74,4.31,0,1,1124.43
5667,1,1745,79,1.62,1,1,1802.21
5668,1,1832,16,0.11,0,1,948.18
5669,0,4573,38,1.25,1,0,2917.62
5670,0,1887,4,0.54,0,0,993.97
5671,1,1723,4,0.55,1,1,1026.95
5672,0,1099,27,3.49,1,1,1013.8
5673,0,1948,86,1.15,0,1,1876.89
5674,1,1661,86,4.68,0,1,1449.77
5675,0,873,17,2.63,0,0,645.57
5676,0,1903,98,2.35,0,1,1875.94
5677,0,1198,96,2.23,1,0,1722.72
5678,0,2150,70,3.49,1,0,1773.64
5679,0,1698,54,2.32,1,0,1414.07
5680,1,847,97,0.73,1,0,1383.42
5681,1,4073,8,4.41,1,0,2417.61
5682,0,2422,53,2.2,1,0,2123.83
5683,1,1653,5,0.46,0,0,647.12
5684,0,1715,69,2.69,1,1,1542.27
5685,0,3854,47,3.27,0,1,2280.37
5686,0,4524,74,1.45,1,0,3283.71
5687,0,2402,40,4.02,0,1,1583.12
5688,0,4321,7,3.38,0,0,2379.65
5689,1,4962,12,3.29,1,1,2654.74
5690,1,3755,94,2.16,0,1,2654.57
5691,0,3495,25,4.81,1,1,2106.89
5692,1,316,28,1.44,0,1,341.82
5693,0,3416,43,2.93,1,1,2276.67
5694,1,1459,77,1.61,0,1,1427.99
5695,0,3874,47,3.75,1,1,2744.0
5696,1,4377,49,0.33,1,1,2833.92
5697,0,4529,86,0.32,1,0,3211.78
5698,0,4706,54,4.07,0,0,2782.55
5699,1,4578,18,2.23,1,0,2646.97
5700,1,1996,27,1.77,1,1,1442.64
5701,0,4527,72,3.08,1,0,3176.49
5702,1,999,6,3.54,1,0,468.8
5703,0,741,75,1.09,0,1,942.75
5704,1,4829,93,1.01,0,0,3261.16
5705,1,3727,69,4.79,0,0,2452.31
5706,0,295,71,2.99,1,1,914.59
5707,1,1993,22,2.01,0,1,1275.72
5708,1,3375,59,4.03,0,0,2200.98
5709,0,4150,47,2.67,0,1,2439.78
5710,1,4653,68,1.28,0,1,3208.92
5711,0,2404,32,1.11,0,0,1453.25
5712,0,3700,83,2.04,0,1,2602.26
5713,0,3443,97,4.31,1,0,2763.69
5714,0,2156,1,0.4,1,1,1284.18
5715,0,2908,54,1.17,0,1,1863.12
5716,1,1324,46,4.48,1,0,1256.12
5717,0,986,41,0.7,1,1,1176.48
5718,0,492,41,3.19,1,1,858.91
5719,1,1775,8,1.15,1,0,1049.19
5720,1,3290,32,3.07,1,1,2008.74
5721,1,2546,30,1.98,0,1,1544.71
5722,0,4005,46,0.6,0,1,2472.06
5723,0,3438,92,2.95,1,1,2699.82
5724,0,3691,52,3.45,0,0,2094.09
5725,1,3866,96,3.43,0,1,2734.92
5726,0,2627,89,3.22,0,1,2191.3
5727,1,2281,98,2.55,0,1,2068.99
5728,0,3864,61,2.65,0,1,2337.55
5729,1,454,97,3.21,0,1,1166.53
5730,0,2731,13,3.48,0,0,1611.0
5731,0,1621,89,3.31,1,1,1799.18
5732,0,2772,40,2.98,1,0,1906.05
5733,1,3278,61,0.86,1,0,2329.48
5734,1,2437,44,1.13,0,0,1550.58
5735,0,728,62,1.38,1,0,1277.55
5736,0,2779,44,4.61,0,1,1658.87
5737,0,4522,48,3.82,1,0,2888.82
5738,1,1538,74,2.81,1,1,1575.3
5739,0,1521,59,1.34,0,1,1342.77
5740,0,1226,57,0.64,1,0,1341.6
5741,0,2783,95,4.5,0,0,2333.57
5742,0,1880,11,4.47,1,1,1264.69
5743,1,1631,25,0.64,1,0,1240.1
5744,1,2014,61,4.01,0,1,1465.25
5745,0,1332,46,2.29,1,0,1358.88
5746,0,2056,54,1.69,1,1,1659.28
5747,1,492,34,3.72,1,1,704.55
5748,1,925,84,3.11,1,0,1338.85
5749,0,3063,7,3.92,1,0,1744.6
5750,1,2495,97,0.46,0,0,2062.33
5751,1,4245,62,1.66,0,0,2777.68
5752,0,4995,57,1.66,0,1,2908.62
5753,1,1892,99,1.72,0,0,1838.74
5754,1,3164,93,2.56,0,1,2263.1
5755,0,1463,76,1.49,0,1,1577.96
5756,0,2448,5,2.28,1,1,1583.82
5757,1,3651,76,1.9,0,1,2378.4
5758,0,3728,93,3.7,0,0,2752.43
5759,1,3436,35,3.06,1,0,2127.22
5760,0,1665,84,3.3,1,1,1857.71
5761,1,3767,37,1.13,0,1,2338.54
5762,0,2313,60,1.69,1,0,1961.24
5763,1,4196,65,0.2,1,0,2817.44
5764,1,1119,16,0.63,1,1,787.85
5765,1,1384,30,1.4,1,1,1078.61
5766,0,162,73,0.42,0,1,729.83
5767,0,2630,42,3.05,0,0,1750.02
5768,1,3492,61,4.99,1,0,2490.74
5769,1,3372,74,0.59,1,0,2690.16
5770,0,2369,77,4.12,1,1,2029.62
5771,0,4347,48,0.68,0,0,2755.33
5772,0,743,62,3.38,1,1,1292.23
5773,0,4821,84,3.25,0,0,3052.85
5774,0,316,93,4.52,0,1,948.87
5775,0,295,64,0.66,1,0,963.49
5776,1,3964,57,1.65,1,1,2751.23
5777,0,3373,68,0.54,1,1,2689.71
5778,1,2794,46,2.1,1,1,1791.94
5779,0,3312,28,4.57,1,0,1977.64
5780,0,2855,77,3.93,1,0,2433.45
5781,1,1621,3,3.64,1,1,832.5
5782,1,1180,37,2.71,0,1,935.62
5783,0,821,48,4.43,0,1,859.26
5784,1,1662,19,2.3,0,1,1002.73
5785,1,739,92,0.83,1,1,1501.9
5786,1,4360,83,4.2,0,1,2833.34
5787,1,4410,17,1.47,0,1,2269.02
5788,0,3887,82,0.36,1,1,2921.76
5789,1,3836,82,0.72,0,1,2696.13
5790,0,189,87,3.08,1,0,889.78
5791,0,3021,40,3.07,0,1,1897.34
5792,0,1351,50,1.37,1,1,1520.35
5793,0,1202,73,3.66,1,1,1477.53
5794,1,4803,29,3.89,1,1,2751.47
5795,1,448,51,4.61,0,0,599.16
5796,0,4013,42,2.97,1,1,2620.17
5797,0,4152,29,3.92,0,1,2401.94
5798,0,3041,66,3.79,0,1,2097.91
5799,0,345,17,1.36,1,1,498.61
5800,1,371,31,1.62,0,1,275.71
5801,0,2130,92,2.44,0,0,1940.89
5802,1,4598,52,0.19,0,1,2645.01
5803,0,3287,39,1.56,1,1,2147.57
5804,0,3606,60,2.42,0,1,2442.35
5805,0,1565,94,0.63,0,0,1811.99
5806,0,1295,99,0.72,0,0,1669.43
5807,1,3187,51,2.37,0,0,2127.55
5808,1,3108,84,3.68,0,0,2105.4
5809,1,3923,16,4.19,0,1,2150.51
5810,0,1714,98,2.78,1,1,1896.52
5811,0,1226,14,2.43,1,0,934.48
5812,1,4479,90,1.98,1,0,3183.35
5813,1,616,84,1.05,1,1,1308.0
5814,0,2765,42,0.82,0,0,1787.89
5815,0,1401,51,3.98,0,1,1244.65
5816,1,711,24,2.38,0,0,744.4
5817,0,849,82,3.97,0,0,1253.28
5818,0,1956,43,3.55,1,0,1525.05
5819,1,499,73,1.05,1,0,1261.79
5820,0,1626,19,2.6,0,0,781.3
5821,1,2124,84,2.28,0,0,1748.34
5822,0,419,61,2.18,0,1,752.81
5823,1,435,94,2.76,1,1,1224.57
5824,0,2198,63,4.91,1,1,1756.9
5825,1,273,26,4.08,1,1,534.5
5826,1,4119,95,4.53,0,0,2868.68
5827,1,1741,35,0.25,0,1,1151.84
5828,1,600,67,0.79,0,0,1045.13
5829,0,3746,56,0.52,1,0,2577.96
5830,0,2463,40,1.39,1,0,1906.46
5831,1,1956,29,2.27,1,1,1345.19
5832,0,3252,6,3.25,0,0,1595.76
5833,0,1996,52,2.55,1,0,1590.94
5834,0,1818,1,4.53,0,0,682.87
5835,0,1878,52,4.71,0,0,1298.66
5836,0,4892,24,0.9,0,1,2490.37
5837,1,3157,34,4.28,1,0,2008.48
5838,1,4927,7,2.46,1,1,2602.8
5839,1,2813,75,2.32,1,0,2368.51
5840,1,3928,11,3.95,1,1,2072.49
5841,0,4847,36,0.56,1,1,2946.53
5842,0,1194,20,4.42,1,1,1030.38
5843,1,145,63,3.39,0,1,673.7
5844,0,1545,80,4.39,1,1,1698.33
5845,0,2296,63,4.97,1,1,1775.12
5846,1,3301,69,2.64,0,1,2296.38
5847,0,555,88,0.56,1,0,1317.48
5848,1,1762,30,0.92,1,0,1260.6
5849,1,3024,30,1.69,0,1,1861.33
5850,0,1065,97,0.61,1,1,1836.93
5851,0,1628,84,4.1,0,1,1483.34
5852,1,3076,22,1.55,0,0,1848.61
5853,1,3171,61,4.88,0,0,2038.93
5854,0,4969,21,3.54,1,0,2901.97
5855,1,2621,37,0.95,0,1,1794.63
5856,1,1226,27,2.43,1,1,968.11
5857,1,3504,35,2.39,0,1,2030.39
5858,0,4592,38,2.51,1,0,2898.15
5859,1,2443,60,2.72,0,1,1875.13
5860,0,206,70,0.25,1,1,999.99
5861,1,2677,32,3.46,1,1,1820.24
5862,0,3254,80,2.49,1,0,2499.77
5863,1,4483,92,3.98,1,1,3083.75
5864,0,4153,80,4.1,1,1,2926.65
5865,0,4901,27,1.23,1,0,2827.78
5866,0,314,3,0.34,1,0,477.71
5867,1,4539,49,3.55,1,0,2831.15
5868,1,4389,85,4.89,1,0,3035.61
5869,1,4353,30,2.29,0,1,2291.97
5870,0,564,22,1.37,0,1,432.83
5871,1,2472,19,0.87,0,1,1450.32
5872,0,691,31,1.51,0,0,536.3
5873,1,2288,20,1.71,0,0,1247.07
5874,0,983,19,2.18,1,0,799.68
5875,0,4258,2,3.31,0,0,2118.22
5876,0,403,40,1.44,0,1,756.79
5877,1,4591,39,0.35,0,1,2563.3
5878,1,433,91,1.93,0,0,1069.64
5879,1,2933,72,4.29,1,1,2249.17
5880,0,4606,54,2.54,1,1,2945.59
5881,0,2431,27,4.83,0,0,1393.94
5882,1,4661,79,2.57,0,1,3201.08
5883,1,179,12,1.45,0,1,123.6
5884,1,3863,78,1.05,0,1,2633.58
5885,0,2931,71,3.5,1,0,2267.62
5886,0,2077,17,2.73,1,0,1395.44
5887,0,832,90,3.06,1,0,1354.81
5888,0,4076,84,3.8,0,0,2814.14
5889,0,1917,10,3.66,1,1,1229.88
5890,1,1484,19,0.31,0,0,790.99
5891,0,2224,82,4.03,1,1,2211.19
5892,0,1298,30,2.71,1,1,1250.92
5893,0,2392,30,2.02,0,0,1680.37
5894,0,4317,25,2.73,1,0,2611.04
5895,0,284,88,3.1,1,0,1201.56
5896,1,4227,74,0.83,0,0,2779.11
5897,0,1097,66,2.15,1,1,1372.32
5898,0,2086,96,1.74,1,1,2260.9
5899,0,2909,35,1.82,0,1,1769.82
5900,1,4764,51,0.55,1,0,3015.92
5901,1,2457,71,0.88,0,0,1926.79
5902,1,1779,71,0.89,0,0,1469.07
5903,0,3139,27,1.93,0,0,1958.93
5904,1,4986,10,4.48,0,1,2454.24
5905,0,2611,97,1.11,0,0,2329.78
5906,0,3627,43,2.14,0,1,2120.54
5907,1,3126,55,1.63,0,1,2026.05
5908,0,2845,71,3.96,0,1,2013.93
5909,0,4273,6,0.35,0,0,2154.35
5910,0,2681,6,1.06,0,0,1265.55
5911,1,4303,77,1.13,0,1,2954.53
5912,0,2911,48,4.97,0,0,1884.55
5913,0,4190,77,2.9,0,0,2665.12
5914,1,469,2,0.78,1,0,367.65
5915,0,3843,83,1.43,0,1,2701.15
5916,0,2104,51,0.92,0,1,1583.49
5917,1,1803,61,0.71,0,1,1432.79
5918,0,3424,19,4.01,1,1,2130.5
5919,0,540,2,2.53,0,1,335.81
5920,0,3357,51,3.19,1,0,2545.38
5921,0,3006,26,1.72,0,0,1505.92
5922,0,326,70,2.81,1,1,1143.54
5923,1,2501,20,1.36,1,1,1652.79
5924,1,4818,23,1.61,1,1,2739.29
5925,1,1124,54,3.3,1,1,1160.34
5926,1,3591,15,0.84,1,0,2069.87
5927,0,4356,6,3.12,0,1,2200.39
5928,0,970,92,4.28,0,0,1265.31
5929,0,3299,35,0.69,0,1,1825.34
5930,0,1845,75,4.5,1,0,1730.54
5931,0,543,8,0.49,1,0,515.12
5932,1,4658,57,1.81,1,0,3069.81
5933,1,572,50,3.09,1,1,755.4
5934,0,179,49,2.84,0,1,586.96
5935,0,339,88,0.57,1,1,1117.63
5936,0,4752,21,4.01,0,1,2545.52
5937,1,689,36,4.87,1,0,812.34
5938,0,1460,71,0.99,1,1,1607.16
5939,0,1984,69,4.49,1,1,1796.81
5940,0,2416,58,2.83,1,1,2001.15
5941,1,4530,63,4.69,1,1,2892.99
5942,0,411,93,0.96,0,1,1147.18
5943,1,1176,16,3.98,1,0,783.32
5944,1,133,6,0.39,0,0,223.72
5945,1,1941,78,4.43,0,0,1666.22
5946,1,4581,52,3.4,1,1,2788.08
5947,1,348,2,1.91,1,1,487.58
5948,1,1234,89,1.03,1,0,1736.58
5949,0,4989,95,4.1,1,1,3441.86
5950,0,475,77,3.06,1,0,993.67
5951,0,823,18,1.87,1,0,631.31
5952,1,2013,81,2.27,0,0,1622.89
5953,0,4397,92,4.15,0,0,3050.63
5954,1,2592,76,1.76,1,0,2179.02
5955,1,2042,35,0.54,1,1,1583.68
5956,1,4104,86,4.57,0,1,2739.52
5957,0,2444,39,2.0,0,1,1545.94
5958,1,1431,1,1.81,0,1,650.55
5959,1,4688,37,1.1,1,0,2954.59
5960,0,437,21,4.5,0,0,149.24
5961,0,1965,1,1.17,1,0,1143.46
5962,1,3237,4,3.22,1,0,1875.97
5963,1,891,96,4.42,0,1,1273.88
5964,0,3711,58,0.27,0,0,2400.61
5965,0,3800,1,4.16,0,0,1745.34
5966,0,1616,13,2.11,1,0,1186.05
5967,1,4053,46,3.32,1,1,2521.97
5968,0,4008,47,1.92,0,0,2386.68
5969,0,2773,81,3.51,1,0,2462.67
5970,0,2222,76,1.35,0,0,1739.31
5971,1,3885,7,0.21,1,1,2321.44
5972,0,158,51,4.74,0,1,511.11
5973,0,2533,3,0.18,1,0,1495.35
5974,0,2162,50,4.14,0,1,1526.74
5975,0,1354,26,0.93,1,1,1120.48
5976,0,3788,31,2.02,1,0,2310.79
5977,1,3848,62,4.13,1,1,2645.82
5978,1,4230,26,1.11,0,1,2253.81
5979,1,4357,67,4.34,1,0,2954.5
5980,0,3129,55,2.54,1,0,2494.95
5981,1,2946,28,1.89,0,1,1731.22
5982,1,570,44,3.35,0,0,589.13
5983,1,4135,81,1.77,1,1,3017.66
5984,0,2999,38,1.8,1,0,2011.52
5985,0,1546,30,3.69,0,1,980.82
5986,1,4543,66,1.62,1,0,3037.93
5987,1,4889,8,1.08,1,1,2700.43
5988,0,1012,14,4.06,0,1,655.48
5989,0,4342,99,4.05,0,1,3290.92
5990,1,1811,62,2.54,0,1,1489.54
5991,0,774,75,2.68,1,1,1173.72
5992,1,1539,63,3.51,1,1,1351.21
5993,0,2834,79,2.6,0,1,2148.29
5994,1,3730,66,2.14,0,1,2532.24
5995,1,785,96,4.97,1,0,1382.3
5996,0,1226,40,0.82,0,1,977.35
5997,1,4316,13,3.0,1,0,2467.99
5998,1,2566,17,4.44,0,0,1311.52
5999,1,2497,15,3.47,0,1,1382.54
6000,0,4237,33,4.42,1,0,2409.62
6001,0,3538,16,1.75,1,0,2141.67
6002,0,4224,13,1.43,0,0,2035.78
6003,1,1065,86,4.27,1,0,1483.76
6004,0,1019,23,2.03,1,0,988.97
6005,1,2972,36,3.58,0,0,1561.58
6006,1,1608,43,0.82,1,1,1138.08
6007,0,1312,50,3.8,1,1,1365.1
6008,0,971,74,2.79,1,0,1414.64
6009,1,4490,81,1.42,1,1,3066.74
6010,1,3354,94,2.52,0,0,2541.04
6011,0,963,13,3.52,0,0,486.96
6012,0,4053,30,0.16,0,0,2305.39
6013,0,3208,57,3.22,0,1,2082.77
6014,1,3155,30,2.75,0,1,1639.43
6015,1,4094,71,1.18,1,1,2973.51
6016,1,2782,10,3.79,1,0,1459.29
6017,1,4790,99,1.59,1,1,3512.47
6018,1,713,66,1.46,0,1,1002.51
6019,0,1972,94,2.41,0,0,1794.79
6020,0,3254,83,3.41,0,1,2361.31
6021,1,4660,39,4.65,1,1,2726.12
6022,1,3473,37,0.79,1,1,2413.15
6023,0,3291,3,2.04,1,1,1926.19
6024,0,667,89,0.43,0,0,1290.89
6025,0,4233,34,3.82,0,0,2601.14
6026,0,344,86,2.29,1,0,1221.41
6027,1,120,38,3.56,1,0,485.2
6028,0,493,14,1.68,1,0,408.92
6029,1,3914,64,4.24,0,0,2392.25
6030,0,2155,39,2.72,0,1,1429.03
6031,0,3615,54,4.72,1,0,2546.24
6032,0,2475,2,0.49,1,0,1382.31
6033,1,2010,96,2.62,0,1,2020.97
6034,1,389,43,3.86,1,1,543.34
6035,0,2658,53,3.04,1,0,1960.65
6036,1,460,3,0.21,0,1,246.18
6037,1,1722,41,4.86,1,1,1336.92
6038,0,4414,8,1.56,1,0,2503.47
6039,0,4194,90,1.32,1,1,3183.45
6040,1,2553,96,2.48,0,1,2201.72
6041,1,2115,75,2.76,1,0,1877.91
6042,1,2140,63,3.85,1,0,1742.94
6043,0,2144,65,2.03,0,1,1598.9
6044,0,2900,79,2.26,1,1,2612.17
6045,1,3070,4,2.72,1,0,1662.75
6046,0,931,68,2.03,0,0,1148.45
6047,0,1893,92,4.58,1,1,1953.77
6048,1,3792,10,4.27,1,1,2219.79
6049,1,1891,75,2.33,1,0,1797.78
6050,0,2941,50,0.1,0,0,2001.25
6051,0,4790,23,4.51,1,0,2647.56
6052,1,2254,61,0.71,0,1,1848.85
6053,0,680,47,1.3,0,0,805.7
6054,0,2953,3,0.85,0,0,1669.19
6055,1,2336,17,0.98,0,0,1208.33
6056,1,4276,22,4.03,0,1,2183.2
6057,0,2255,91,2.94,0,1,1925.99
6058,0,1444,16,4.78,0,1,758.03
6059,0,445,80,1.23,1,0,1264.96
6060,1,1986,3,2.48,1,0,918.57
6061,0,654,52,4.89,0,0,744.37
6062,0,3870,33,4.15,1,0,2303.93
6063,1,4497,42,3.67,1,1,2656.29
6064,1,299,2,1.03,1,1,345.72
6065,0,3040,39,3.87,0,0,1862.6
6066,1,3590,46,1.8,1,0,2455.31
6067,1,406,48,2.7,0,0,617.74
6068,0,3175,27,3.08,0,0,1813.87
6069,1,1756,15,3.09,1,0,1060.34
6070,1,2792,7,3.66,0,1,1250.11
6071,0,1864,57,3.34,0,0,1495.11
6072,1,375,42,0.44,0,1,523.12
6073,0,3461,9,2.34,1,1,2013.62
6074,0,1501,6,3.35,1,0,943.05
6075,1,4833,57,1.55,1,1,2901.14
6076,1,1875,76,1.63,0,1,1663.25
6077,1,3481,30,0.71,1,0,2113.71
6078,0,4150,55,2.15,1,0,2868.42
6079,1,3560,84,4.94,1,0,2485.31
6080,0,1980,84,1.5,0,0,1989.91
6081,1,3935,54,2.7,0,1,2343.9
6082,1,4378,27,3.74,1,0,2581.32
6083,1,1944,84,0.17,0,1,1687.34
6084,0,3477,59,4.51,1,1,2380.63
6085,1,171,7,1.99,1,1,334.23
6086,1,1776,40,4.36,0,0,1130.6
6087,0,1395,94,0.29,0,1,1618.44
6088,0,1143,72,0.81,0,1,1360.25
6089,1,2725,2,1.68,0,0,1317.79
6090,1,3142,14,1.79,0,1,1670.03
6091,1,914,10,4.25,0,1,359.53
6092,0,2294,50,0.15,1,0,1910.66
6093,0,3600,18,3.24,1,1,2126.36
6094,0,409,18,0.74,0,1,412.74
6095,0,2161,16,4.13,0,1,1194.28
6096,1,4327,52,3.92,1,0,2868.06
6097,0,1977,69,2.55,1,1,1877.98
6098,0,2902,52,1.14,0,0,1832.2
6099,0,2586,31,3.21,0,0,1479.35
6100,1,4935,84,0.87,1,0,3462.73
6101,1,3845,23,1.03,1,1,2321.74
6102,0,894,96,3.17,1,1,1411.11
6103,0,4114,42,4.96,1,1,2478.56
6104,1,4453,81,4.47,1,1,3206.46
6105,1,3507,62,3.01,0,0,2459.88
6106,1,2556,77,2.74,1,1,1977.77
6107,1,1951,50,4.99,0,1,1351.52
6108,1,1074,77,2.78,1,0,1406.19
6109,1,1147,81,2.16,0,1,1391.44
6110,1,4466,15,4.56,1,0,2491.44
6111,1,4337,90,1.25,0,0,3076.41
6112,0,3889,44,0.58,1,0,2344.82
6113,0,3121,92,3.21,0,0,2415.59
6114,0,4469,42,0.57,1,1,2752.48
6115,0,4129,45,1.93,0,0,2387.84
6116,0,564,94,2.18,0,0,1055.8
6117,0,387,35,2.78,0,1,510.74
6118,1,3295,22,4.96,0,0,1751.64
6119,1,975,74,1.18,1,0,1416.99
6120,0,2092,75,1.94,1,1,1916.89
6121,0,3025,38,0.75,0,0,2015.91
6122,1,1220,97,3.08,1,1,1575.2
6123,1,546,70,3.67,0,1,706.34
6124,1,2932,64,2.46,1,0,2228.68
6125,0,3668,7,1.3,1,1,2009.55
6126,1,2996,44,3.14,0,0,1878.38
6127,0,821,76,2.74,1,1,1249.93
6128,0,2263,7,0.94,0,1,1124.81
6129,1,2682,66,2.09,1,0,2043.18
6130,1,1451,60,2.23,1,0,1357.7
6131,0,4080,1,4.91,1,1,2151.61
6132,1,4602,62,4.26,0,0,2809.72
6133,1,3484,87,3.7,1,0,2614.62
6134,0,1825,89,4.46,0,0,1596.24
6135,1,793,18,3.7,0,1,502.37
6136,0,3513,7,4.53,1,0,1974.69
6137,0,594,54,0.37,0,1,901.06
6138,1,1047,67,2.33,1,1,1192.56
6139,0,122,93,3.76,0,1,833.12
6140,0,1228,10,2.96,1,0,937.12
6141,1,657,61,0.96,0,0,958.9
6142,1,1716,59,1.77,0,0,1321.69
6143,1,3830,59,1.66,0,0,2326.54
6144,0,1756,69,1.38,0,0,1470.25
6145,0,4273,63,1.78,1,0,2834.35
6146,1,906,98,2.62,1,1,1610.39
6147,0,3412,8,4.29,0,1,1771.49
6148,1,4963,78,3.74,0,0,3144.83
6149,1,553,55,4.19,0,1,624.92
